hp_key,train_frac,f1,f1_std,acc,acc_std,auc,auc_std
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",0.05,0.9059123,0.0015383931,0.8208454,0.0029807026,0.4898985,0.020622917
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",0.25,0.9114574,0.0011332455,0.8348948,0.0016791316,0.437246,0.010759595
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",0.5,0.91017866,0.0009071984,0.839499,0.0014616968,0.45733643,0.0110942945
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",0.75,0.90761185,0.0024097615,0.8370217,0.003783622,0.47584072,0.012530192
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",1.0,0.9133688,0.0035976656,0.8420763,0.006008129,0.4556211,0.013922925
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",0.05,0.9100602,0.0017679968,0.84226644,0.003661919,0.79081714,0.01002371
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",0.25,0.915263,0.0025544171,0.8478303,0.0027907786,0.7881315,0.008405441
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",0.5,0.9105757,0.0027975466,0.8424681,0.002971665,0.81559783,0.0039680162
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",0.75,0.9053416,0.0029812441,0.83816373,0.005051066,0.84035414,0.0037745142
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",1.0,0.9148356,0.0033208702,0.85113966,0.006003905,0.79734385,0.003239174
"{'cost': 34.133752998939045, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.017256538087515944, 'gamma': None, 'degree': 4}",0.05,0.9135295,0.0010432511,0.83054715,0.0024076672,0.6845974,0.014871173
