hp_key,train_frac,f1,f1_std,acc,acc_std,auc,auc_std
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",0.05,0.7183141,0.003943133,0.5633482,0.0031327489,0.5306334,0.006952246
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",0.25,0.71602196,0.0013689107,0.5540355,0.0015279596,0.52624047,0.009632013
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",0.5,0.7129309,0.0012971882,0.5503953,0.0023286527,0.53678954,0.00997817
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",0.75,0.7151396,0.0016127217,0.5538762,0.0023512254,0.52819574,0.008926101
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",1.0,0.7176772,0.0037924342,0.5535073,0.0038617689,0.53632545,0.010364358
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",0.05,0.71104586,0.011420318,0.67389405,0.008917456,0.68803406,0.0064113038
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",0.25,0.8158277,0.0046742903,0.7864683,0.0063664513,0.8823017,0.00899134
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",0.5,0.8527187,0.0036517698,0.8374238,0.0048729796,0.9358443,0.0041557676
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",0.75,0.87278,0.005657111,0.8620237,0.006711921,0.955613,0.004419304
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",1.0,0.85734844,0.035196543,0.84487057,0.032787476,0.9392495,0.015737012
"{'cost': 34.133752998939045, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.017256538087515944, 'gamma': None, 'degree': 4}",0.05,0.78052175,0.010994513,0.7304434,0.009489122,0.6876017,0.006697794
"{'cost': 34.133752998939045, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.017256538087515944, 'gamma': None, 'degree': 4}",0.25,0.84848845,0.0020607286,0.80699575,0.0030150015,0.8823435,0.0036380147
"{'cost': 34.133752998939045, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.017256538087515944, 'gamma': None, 'degree': 4}",0.5,0.8615338,0.00258426,0.8232853,0.003659377,0.9110214,0.00302985
"{'cost': 34.133752998939045, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.017256538087515944, 'gamma': None, 'degree': 4}",0.75,0.87781036,0.004974785,0.8470634,0.00736062,0.93351185,0.0061529656
"{'cost': 34.133752998939045, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.017256538087515944, 'gamma': None, 'degree': 4}",1.0,0.8662553,0.01135115,0.8320239,0.01541675,0.9229194,0.013931074
"{'cost': 95.3125169808543, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.4821319351837825, 'gamma': None, 'degree': 4}",0.05,0.7947479,0.005415999,0.7443873,0.0061638956,0.73829323,0.007848595
"{'cost': 95.3125169808543, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.4821319351837825, 'gamma': None, 'degree': 4}",0.25,0.83948433,0.002131456,0.8005187,0.0026094494,0.89630413,0.002678151
"{'cost': 95.3125169808543, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.4821319351837825, 'gamma': None, 'degree': 4}",0.5,0.85725975,0.0031582073,0.82520163,0.004495132,0.92705214,0.0027743047
"{'cost': 95.3125169808543, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.4821319351837825, 'gamma': None, 'degree': 4}",0.75,0.876869,0.005422811,0.8537303,0.0071356413,0.9533938,0.003779121
"{'cost': 95.3125169808543, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.4821319351837825, 'gamma': None, 'degree': 4}",1.0,0.86963093,0.013770038,0.8383466,0.016805654,0.95458996,0.010944912
"{'cost': 8342.841534769126, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.01597864300766233, 'gamma': None, 'degree': 5}",0.05,0.7816781,0.008261067,0.73949873,0.0087961685,0.75816476,0.013577408
"{'cost': 8342.841534769126, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.01597864300766233, 'gamma': None, 'degree': 5}",0.25,0.82674235,0.0022252484,0.79177344,0.0022540588,0.89259166,0.003539882
"{'cost': 8342.841534769126, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.01597864300766233, 'gamma': None, 'degree': 5}",0.5,0.84274054,0.0018506503,0.8153852,0.0034764162,0.92655146,0.0023326501
"{'cost': 8342.841534769126, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.01597864300766233, 'gamma': None, 'degree': 5}",0.75,0.861763,0.0036553417,0.8395647,0.005807444,0.9513318,0.0036910884
"{'cost': 8342.841534769126, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.01597864300766233, 'gamma': None, 'degree': 5}",1.0,0.8531377,0.010449743,0.8235871,0.012546889,0.9387609,0.012197651
"{'cost': 5.853205182597934e-05, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0031106964923895484, 'gamma': None, 'degree': None}",0.05,0.49481916,0.05847233,0.60141456,0.014553547,0.2591688,0.015474603
"{'cost': 5.853205182597934e-05, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0031106964923895484, 'gamma': None, 'degree': None}",0.25,0.8250906,0.0028981266,0.8112227,0.002806077,0.87870884,0.005493883
"{'cost': 5.853205182597934e-05, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0031106964923895484, 'gamma': None, 'degree': None}",0.5,0.8338162,0.004204557,0.8186922,0.0028406354,0.914132,0.0069062547
"{'cost': 5.853205182597934e-05, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0031106964923895484, 'gamma': None, 'degree': None}",0.75,0.8414189,0.006181977,0.82607126,0.006523649,0.91569245,0.009408448
