hp_key,train_frac,f1,f1_std,acc,acc_std,auc,auc_std
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",0.05,0.8614971,0.001737892,0.74758303,0.0010591995,0.5197438,0.016999371
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",0.25,0.8563094,0.002140719,0.7450182,0.0012793608,0.50016785,0.0051435167
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",0.5,0.8592988,0.0019994285,0.75438035,0.0015055547,0.52134335,0.0052730814
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",0.75,0.8604752,0.00193002,0.75507647,0.0018791597,0.5080609,0.011406156
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",1.0,0.86094064,0.0025527515,0.75217426,0.0019670473,0.5266571,0.012034994
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",0.05,0.8777607,0.0015725291,0.78895295,0.0031115706,0.73631185,0.024224637
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",0.25,0.8966265,0.0002263574,0.83366376,0.00067583495,0.84728146,0.0034148602
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",0.5,0.9031763,0.00036912545,0.8477812,0.0008151313,0.87403107,0.0050259396
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",0.75,0.90340835,0.0009659548,0.84809333,0.0020939342,0.8849794,0.0065995487
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",1.0,0.901889,0.004464601,0.8426914,0.0076040933,0.89749783,0.008476428
