hp_key,train_frac,f1,f1_std,acc,acc_std,auc,auc_std
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",0.05,5.865693e-05,8.4122275e-06,0.38304964,0.0014647195,0.51559854,0.008864167
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",0.25,8.886158e-05,1.1403415e-05,0.37776276,0.001249728,0.51091224,0.0046146805
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",0.5,0.00015195012,2.2391298e-05,0.37583962,0.0016360014,0.51290125,0.006306332
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",0.75,0.00016242564,4.6752193e-05,0.37976688,0.002276235,0.52157265,0.009218763
"{'cost': 55.07756349624877, 'kernel': 'radial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.0010688655367635522, 'gamma': 6659.16924059112, 'degree': None}",1.0,9.334386e-05,3.93091e-05,0.38328335,0.005272275,0.50238013,0.008583535
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",0.05,6.5863134e-07,6.108313e-07,0.9813231,0.0068702386,0.9985033,0.00058853324
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",0.25,4.440546e-07,2.5092422e-07,0.993575,0.0003521052,0.99959594,6.931271e-05
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",0.5,2.2053719e-06,8.874889e-07,0.9942257,0.00017917366,0.9996583,2.9435041e-05
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",0.75,1.4841556e-06,1.1189015e-06,0.9930132,0.00033457932,0.9995656,7.375567e-05
"{'cost': 976.2638197510596, 'kernel': 'linear', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.002846492710999029, 'gamma': None, 'degree': None}",1.0,2.7418136e-07,2.3115538e-07,0.99422807,0.0028563817,0.9995805,0.00028313472
"{'cost': 34.133752998939045, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.017256538087515944, 'gamma': None, 'degree': 4}",0.05,0.0001897037,4.4153603e-05,0.7114357,0.011367813,0.89609826,0.017644675
"{'cost': 34.133752998939045, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.017256538087515944, 'gamma': None, 'degree': 4}",0.25,2.9581784e-05,8.701463e-06,0.9282875,0.0018101265,0.97951174,0.0019332956
"{'cost': 34.133752998939045, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.017256538087515944, 'gamma': None, 'degree': 4}",0.5,1.2770295e-05,4.7598005e-06,0.9618869,0.0017847643,0.99129134,0.00087915093
"{'cost': 34.133752998939045, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.017256538087515944, 'gamma': None, 'degree': 4}",0.75,4.7296285e-06,2.3406515e-06,0.96990097,0.0015952457,0.99456346,0.0009185693
"{'cost': 34.133752998939045, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.017256538087515944, 'gamma': None, 'degree': 4}",1.0,5.066395e-07,4.500052e-07,0.9661301,0.0067597637,0.9938,0.0022942685
"{'cost': 95.3125169808543, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.4821319351837825, 'gamma': None, 'degree': 4}",0.05,8.220672e-05,1.8983612e-05,0.7248139,0.01683691,0.9162796,0.014038785
"{'cost': 95.3125169808543, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.4821319351837825, 'gamma': None, 'degree': 4}",0.25,7.1197746e-06,2.3537214e-06,0.9386257,0.0028135355,0.9840396,0.0021576022
"{'cost': 95.3125169808543, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.4821319351837825, 'gamma': None, 'degree': 4}",0.5,4.667044e-06,2.0317316e-06,0.96697646,0.0017421214,0.9928032,0.0006935169
"{'cost': 95.3125169808543, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.4821319351837825, 'gamma': None, 'degree': 4}",0.75,1.8835068e-06,7.128676e-07,0.9741262,0.0014609146,0.9953535,0.00067798176
"{'cost': 95.3125169808543, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.median', 'tolerance': 0.4821319351837825, 'gamma': None, 'degree': 4}",1.0,8.34465e-08,7.633119e-08,0.9722145,0.0058016,0.99591714,0.0011505506
"{'cost': 8342.841534769126, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.01597864300766233, 'gamma': None, 'degree': 5}",0.05,0.00048783422,7.296928e-05,0.6516406,0.01015148,0.8713886,0.014022222
"{'cost': 8342.841534769126, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.01597864300766233, 'gamma': None, 'degree': 5}",0.25,0.00012300312,3.0442257e-05,0.9429024,0.0019501244,0.9878675,0.0011895515
"{'cost': 8342.841534769126, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.01597864300766233, 'gamma': None, 'degree': 5}",0.5,5.7318808e-05,1.5420628e-05,0.9741434,0.0012275699,0.99588794,0.000502846
"{'cost': 8342.841534769126, 'kernel': 'polynomial', 'num.impute.selected.cpo': 'impute.mean', 'tolerance': 0.01597864300766233, 'gamma': None, 'degree': 5}",0.75,2.3689867e-05,1.0495407e-05,0.9813964,0.0009624049,0.9978668,0.00025758144
