hp_key,train_frac,f1,f1_std,acc,acc_std,auc,auc_std
"{'M': 41, 'distance': 'ip', 'ef': 25, 'ef_construction': 317, 'k': 15, 'num.impute.selected.cpo': 'impute.hist'}",0.05,0.52735347,0.015441437,0.57175064,0.023927465,0.6865761,0.012801823
"{'M': 41, 'distance': 'ip', 'ef': 25, 'ef_construction': 317, 'k': 15, 'num.impute.selected.cpo': 'impute.hist'}",0.25,0.60111344,0.011368501,0.65604174,0.019701382,0.76729983,0.017905165
"{'M': 41, 'distance': 'ip', 'ef': 25, 'ef_construction': 317, 'k': 15, 'num.impute.selected.cpo': 'impute.hist'}",0.5,0.6220794,0.0047469693,0.6830026,0.014875109,0.78161865,0.019857213
"{'M': 41, 'distance': 'ip', 'ef': 25, 'ef_construction': 317, 'k': 15, 'num.impute.selected.cpo': 'impute.hist'}",0.75,0.6344706,0.008892569,0.6930664,0.009238996,0.7568575,0.015629776
"{'M': 41, 'distance': 'ip', 'ef': 25, 'ef_construction': 317, 'k': 15, 'num.impute.selected.cpo': 'impute.hist'}",1.0,0.6614895,0.027474293,0.7093717,0.022104697,0.77893126,0.0247191
"{'M': 45, 'distance': 'l2', 'ef': 26, 'ef_construction': 13, 'k': 20, 'num.impute.selected.cpo': 'impute.median'}",0.05,0.56114864,0.0059095644,0.60405004,0.010299109,0.59432787,0.013476247
"{'M': 45, 'distance': 'l2', 'ef': 26, 'ef_construction': 13, 'k': 20, 'num.impute.selected.cpo': 'impute.median'}",0.25,0.63385975,0.005488752,0.6838123,0.007426631,0.73786724,0.010784291
"{'M': 45, 'distance': 'l2', 'ef': 26, 'ef_construction': 13, 'k': 20, 'num.impute.selected.cpo': 'impute.median'}",0.5,0.6636933,0.0051699392,0.71632564,0.008457253,0.7776443,0.0038089496
"{'M': 45, 'distance': 'l2', 'ef': 26, 'ef_construction': 13, 'k': 20, 'num.impute.selected.cpo': 'impute.median'}",0.75,0.6796022,0.007941764,0.72902495,0.007958587,0.7845949,0.010246743
"{'M': 45, 'distance': 'l2', 'ef': 26, 'ef_construction': 13, 'k': 20, 'num.impute.selected.cpo': 'impute.median'}",1.0,0.6757871,0.018890195,0.736113,0.015017695,0.79236007,0.019888198
"{'M': 40, 'distance': 'cosine', 'ef': 10, 'ef_construction': 116, 'k': 28, 'num.impute.selected.cpo': 'impute.hist'}",0.05,0.4890372,0.005653873,0.6376254,0.0093427105,0.61340845,0.026932025
"{'M': 40, 'distance': 'cosine', 'ef': 10, 'ef_construction': 116, 'k': 28, 'num.impute.selected.cpo': 'impute.hist'}",0.25,0.61230206,0.0022712487,0.6921843,0.006832957,0.72841644,0.013466181
