hp_key,train_frac,f1,f1_std,acc,acc_std,auc,auc_std
"{'M': 41, 'distance': 'ip', 'ef': 25, 'ef_construction': 317, 'k': 15, 'num.impute.selected.cpo': 'impute.hist'}",0.05,0.006756866,0.0012747145,0.65764946,0.017769944,0.47787604,0.016586496
"{'M': 41, 'distance': 'ip', 'ef': 25, 'ef_construction': 317, 'k': 15, 'num.impute.selected.cpo': 'impute.hist'}",0.25,0.026178535,0.004746573,0.51519376,0.011219394,0.379389,0.03671978
"{'M': 41, 'distance': 'ip', 'ef': 25, 'ef_construction': 317, 'k': 15, 'num.impute.selected.cpo': 'impute.hist'}",0.5,0.018213606,0.00403028,0.3995109,0.017416922,0.33555442,0.03178216
"{'M': 41, 'distance': 'ip', 'ef': 25, 'ef_construction': 317, 'k': 15, 'num.impute.selected.cpo': 'impute.hist'}",0.75,0.0068904012,0.0019233568,0.33911842,0.017266946,0.3592664,0.03728985
"{'M': 41, 'distance': 'ip', 'ef': 25, 'ef_construction': 317, 'k': 15, 'num.impute.selected.cpo': 'impute.hist'}",1.0,0.01869239,0.001738033,0.50188845,0.04505956,0.42131504,0.03698596
"{'M': 45, 'distance': 'l2', 'ef': 26, 'ef_construction': 13, 'k': 20, 'num.impute.selected.cpo': 'impute.median'}",0.05,0.121296786,0.004800234,0.9410412,0.0060451557,0.8522271,0.017289395
"{'M': 45, 'distance': 'l2', 'ef': 26, 'ef_construction': 13, 'k': 20, 'num.impute.selected.cpo': 'impute.median'}",0.25,0.32885838,0.005800201,0.95581293,0.0017344058,0.9207692,0.0014753249
"{'M': 45, 'distance': 'l2', 'ef': 26, 'ef_construction': 13, 'k': 20, 'num.impute.selected.cpo': 'impute.median'}",0.5,0.40693998,0.009576543,0.95143956,0.0005972336,0.92237604,0.004318351
"{'M': 45, 'distance': 'l2', 'ef': 26, 'ef_construction': 13, 'k': 20, 'num.impute.selected.cpo': 'impute.median'}",0.75,0.42651182,0.014447806,0.95104086,0.002068518,0.9114629,0.00258388
"{'M': 45, 'distance': 'l2', 'ef': 26, 'ef_construction': 13, 'k': 20, 'num.impute.selected.cpo': 'impute.median'}",1.0,0.50235355,0.024508782,0.9623545,0.0017829865,0.91957587,0.0053349687
"{'M': 40, 'distance': 'cosine', 'ef': 10, 'ef_construction': 116, 'k': 28, 'num.impute.selected.cpo': 'impute.hist'}",0.05,0.014695713,0.0023297889,0.9497803,0.006064988,0.8673998,0.007804339
"{'M': 40, 'distance': 'cosine', 'ef': 10, 'ef_construction': 116, 'k': 28, 'num.impute.selected.cpo': 'impute.hist'}",0.25,0.08471714,0.0072740186,0.95294315,0.0027568927,0.9150672,0.0019387628
"{'M': 40, 'distance': 'cosine', 'ef': 10, 'ef_construction': 116, 'k': 28, 'num.impute.selected.cpo': 'impute.hist'}",0.5,0.17465761,0.010382272,0.9466485,0.0010590192,0.91916835,0.0039522923
"{'M': 40, 'distance': 'cosine', 'ef': 10, 'ef_construction': 116, 'k': 28, 'num.impute.selected.cpo': 'impute.hist'}",0.75,0.2319988,0.018336993,0.9441578,0.0017925962,0.9132434,0.005444645
"{'M': 40, 'distance': 'cosine', 'ef': 10, 'ef_construction': 116, 'k': 28, 'num.impute.selected.cpo': 'impute.hist'}",1.0,0.1927679,0.011831308,0.95776767,0.0018228653,0.91239357,0.007464638
"{'M': 42, 'distance': 'cosine', 'ef': 51, 'ef_construction': 200, 'k': 44, 'num.impute.selected.cpo': 'impute.hist'}",0.05,0.002346477,0.00035465576,0.9524647,0.0086547015,0.9110516,0.012557527
"{'M': 42, 'distance': 'cosine', 'ef': 51, 'ef_construction': 200, 'k': 44, 'num.impute.selected.cpo': 'impute.hist'}",0.25,0.035041492,0.0036687434,0.9504304,0.004116431,0.9293563,0.0024775339
"{'M': 42, 'distance': 'cosine', 'ef': 51, 'ef_construction': 200, 'k': 44, 'num.impute.selected.cpo': 'impute.hist'}",0.5,0.086857066,0.009745742,0.94236547,0.004025899,0.9159878,0.0036217764
"{'M': 42, 'distance': 'cosine', 'ef': 51, 'ef_construction': 200, 'k': 44, 'num.impute.selected.cpo': 'impute.hist'}",0.75,0.14895588,0.015100802,0.9430957,0.0035706798,0.91735065,0.002868666
"{'M': 42, 'distance': 'cosine', 'ef': 51, 'ef_construction': 200, 'k': 44, 'num.impute.selected.cpo': 'impute.hist'}",1.0,0.12909086,0.014834572,0.9648164,0.0008509205,0.94046146,0.0049466616
"{'M': 49, 'distance': 'cosine', 'ef': 11, 'ef_construction': 128, 'k': 28, 'num.impute.selected.cpo': 'impute.hist'}",0.05,0.013141906,0.0038558582,0.95199096,0.005625308,0.8826435,0.007067699
"{'M': 49, 'distance': 'cosine', 'ef': 11, 'ef_construction': 128, 'k': 28, 'num.impute.selected.cpo': 'impute.hist'}",0.25,0.0766526,0.006903455,0.9560116,0.0026004764,0.9240947,0.002616089
"{'M': 49, 'distance': 'cosine', 'ef': 11, 'ef_construction': 128, 'k': 28, 'num.impute.selected.cpo': 'impute.hist'}",0.5,0.14231008,0.011802631,0.94827336,0.001753139,0.9237875,0.0035906974
"{'M': 49, 'distance': 'cosine', 'ef': 11, 'ef_construction': 128, 'k': 28, 'num.impute.selected.cpo': 'impute.hist'}",0.75,0.21050274,0.016989367,0.947488,0.0024041263,0.9206649,0.004731317
"{'M': 49, 'distance': 'cosine', 'ef': 11, 'ef_construction': 128, 'k': 28, 'num.impute.selected.cpo': 'impute.hist'}",1.0,0.18619035,0.014097566,0.95952594,0.0013073601,0.91738355,0.0077223903
"{'M': 18, 'distance': 'l2', 'ef': 45, 'ef_construction': 275, 'k': 20, 'num.impute.selected.cpo': 'impute.hist'}",0.05,0.08432722,0.004125692,0.90584785,0.01073091,0.75368917,0.020087559
"{'M': 18, 'distance': 'l2', 'ef': 45, 'ef_construction': 275, 'k': 20, 'num.impute.selected.cpo': 'impute.hist'}",0.25,0.25276628,0.0072038397,0.93227035,0.0048097284,0.8836649,0.0040162085
"{'M': 18, 'distance': 'l2', 'ef': 45, 'ef_construction': 275, 'k': 20, 'num.impute.selected.cpo': 'impute.hist'}",0.5,0.3653592,0.0034262384,0.9318875,0.0047982624,0.8962377,0.0028732456
