hp_key,train_frac,f1,f1_std,acc,acc_std,auc,auc_std
"{'M': 41, 'distance': 'ip', 'ef': 25, 'ef_construction': 317, 'k': 15, 'num.impute.selected.cpo': 'impute.hist'}",0.05,0.32479036,0.013693022,0.5661362,0.01570479,0.6749705,0.03556817
"{'M': 41, 'distance': 'ip', 'ef': 25, 'ef_construction': 317, 'k': 15, 'num.impute.selected.cpo': 'impute.hist'}",0.25,0.30352637,0.008854898,0.66259927,0.014345145,0.6715807,0.022992354
"{'M': 41, 'distance': 'ip', 'ef': 25, 'ef_construction': 317, 'k': 15, 'num.impute.selected.cpo': 'impute.hist'}",0.5,0.18306017,0.017795319,0.74972045,0.010409219,0.63082826,0.021959782
"{'M': 41, 'distance': 'ip', 'ef': 25, 'ef_construction': 317, 'k': 15, 'num.impute.selected.cpo': 'impute.hist'}",0.75,0.19075178,0.022508392,0.76221615,0.01472693,0.5982428,0.014258267
"{'M': 41, 'distance': 'ip', 'ef': 25, 'ef_construction': 317, 'k': 15, 'num.impute.selected.cpo': 'impute.hist'}",1.0,0.19610007,0.06941034,0.7647012,0.0256098,0.5761012,0.027288623
"{'M': 45, 'distance': 'l2', 'ef': 26, 'ef_construction': 13, 'k': 20, 'num.impute.selected.cpo': 'impute.median'}",0.05,0.58237594,0.01876085,0.8570566,0.007966678,0.8039783,0.013110091
"{'M': 45, 'distance': 'l2', 'ef': 26, 'ef_construction': 13, 'k': 20, 'num.impute.selected.cpo': 'impute.median'}",0.25,0.6171097,0.007284297,0.8755046,0.005585351,0.8635489,0.007828261
"{'M': 45, 'distance': 'l2', 'ef': 26, 'ef_construction': 13, 'k': 20, 'num.impute.selected.cpo': 'impute.median'}",0.5,0.67778003,0.009074925,0.9027106,0.0085971495,0.8981199,0.009061198
"{'M': 45, 'distance': 'l2', 'ef': 26, 'ef_construction': 13, 'k': 20, 'num.impute.selected.cpo': 'impute.median'}",0.75,0.68022734,0.012088891,0.89836377,0.011196353,0.8841736,0.010915033
"{'M': 45, 'distance': 'l2', 'ef': 26, 'ef_construction': 13, 'k': 20, 'num.impute.selected.cpo': 'impute.median'}",1.0,0.69537586,0.048871472,0.9076289,0.014101337,0.8938705,0.02521168
"{'M': 40, 'distance': 'cosine', 'ef': 10, 'ef_construction': 116, 'k': 28, 'num.impute.selected.cpo': 'impute.hist'}",0.05,0.020418009,0.006380506,0.82049906,0.0053534308,0.73671573,0.009543888
"{'M': 40, 'distance': 'cosine', 'ef': 10, 'ef_construction': 116, 'k': 28, 'num.impute.selected.cpo': 'impute.hist'}",0.25,0.63766396,0.0059393677,0.8759201,0.0073570064,0.8958225,0.011875843
"{'M': 40, 'distance': 'cosine', 'ef': 10, 'ef_construction': 116, 'k': 28, 'num.impute.selected.cpo': 'impute.hist'}",0.5,0.6525853,0.010078283,0.88726246,0.003708556,0.90536404,0.0076645003
"{'M': 40, 'distance': 'cosine', 'ef': 10, 'ef_construction': 116, 'k': 28, 'num.impute.selected.cpo': 'impute.hist'}",0.75,0.6623193,0.015483125,0.8921135,0.006620307,0.8951713,0.011132299
"{'M': 40, 'distance': 'cosine', 'ef': 10, 'ef_construction': 116, 'k': 28, 'num.impute.selected.cpo': 'impute.hist'}",1.0,0.6751623,0.062174615,0.9039515,0.012060552,0.8919431,0.028243503
"{'M': 42, 'distance': 'cosine', 'ef': 51, 'ef_construction': 200, 'k': 44, 'num.impute.selected.cpo': 'impute.hist'}",0.05,9.801984e-06,6.3727575e-06,0.7955552,0.014798608,0.7937716,0.03185479
