hp_key,train_frac,f1,f1_std,acc,acc_std,auc,auc_std
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.05,0.020704865,0.0015473408,0.8973106,0.0018873146,0.6827368,0.0072399685
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.25,0.026177594,0.00279765,0.8880129,0.0026947423,0.67290527,0.008646138
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.5,0.022648057,0.001516724,0.9000627,0.0030888373,0.70693403,0.009063521
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.75,0.019973725,0.00075692416,0.9129546,0.0027340984,0.727388,0.010628195
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",1.0,0.025511706,0.0049883425,0.91218793,0.0012872611,0.73714316,0.007052011
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.05,0.005370802,0.00092004373,0.91054285,0.00117092,0.66401887,0.005001949
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.25,0.006228334,0.0009759337,0.89870244,0.0020710316,0.63337296,0.0073847855
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.5,0.0043027042,0.0002088021,0.904147,0.0024053252,0.6501015,0.010188895
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.75,0.004757014,0.00032289285,0.9157097,0.0016880283,0.68505275,0.009762971
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",1.0,0.009413799,0.0025433046,0.9132163,0.0010383978,0.6951171,0.0038486454
"{'alpha': 0.6765143359376254, 's': 0.003429410905614047, 'num.impute.selected.cpo': 'impute.median'}",0.05,0.6060371,0.0029344207,0.93405753,0.0030785543,0.92266625,0.0022783
"{'alpha': 0.6765143359376254, 's': 0.003429410905614047, 'num.impute.selected.cpo': 'impute.median'}",0.25,0.65565646,0.0065253824,0.9425386,0.003403171,0.9402641,0.0022954096
"{'alpha': 0.6765143359376254, 's': 0.003429410905614047, 'num.impute.selected.cpo': 'impute.median'}",0.5,0.65889233,0.011035906,0.9423133,0.003060162,0.9415601,0.0020837046
"{'alpha': 0.6765143359376254, 's': 0.003429410905614047, 'num.impute.selected.cpo': 'impute.median'}",0.75,0.66451424,0.016778475,0.9433753,0.0030326454,0.9383195,0.0030390257
"{'alpha': 0.6765143359376254, 's': 0.003429410905614047, 'num.impute.selected.cpo': 'impute.median'}",1.0,0.62882316,0.03957114,0.93443406,0.00392527,0.9343769,0.0025547436
"{'alpha': 0.7278580572480748, 's': 1.757426854637206, 'num.impute.selected.cpo': 'impute.median'}",0.05,4.115701e-06,4.714893e-07,0.9067116,0.0024624274,0.5407005,0.006191959
"{'alpha': 0.7278580572480748, 's': 1.757426854637206, 'num.impute.selected.cpo': 'impute.median'}",0.25,1.3053417e-06,1.874469e-07,0.8940083,0.0024501134,0.487758,0.00786439
"{'alpha': 0.7278580572480748, 's': 1.757426854637206, 'num.impute.selected.cpo': 'impute.median'}",0.5,3.963709e-07,1.18499365e-07,0.89884454,0.002763975,0.46534806,0.006815747
"{'alpha': 0.7278580572480748, 's': 1.757426854637206, 'num.impute.selected.cpo': 'impute.median'}",0.75,3.993511e-07,1.2797659e-07,0.90992415,0.0015196815,0.47872743,0.008069632
"{'alpha': 0.7278580572480748, 's': 1.757426854637206, 'num.impute.selected.cpo': 'impute.median'}",1.0,5.7816504e-07,1.3539572e-07,0.9136594,0.0011000346,0.5204529,0.0059016943
"{'alpha': 0.9514579574463393, 's': 0.00471442514647118, 'num.impute.selected.cpo': 'impute.median'}",0.05,0.5831085,0.0050941347,0.9338104,0.0034704204,0.9152001,0.0023018783
"{'alpha': 0.9514579574463393, 's': 0.00471442514647118, 'num.impute.selected.cpo': 'impute.median'}",0.25,0.6083056,0.0075934944,0.939962,0.0031430242,0.93104917,0.0020152365
"{'alpha': 0.9514579574463393, 's': 0.00471442514647118, 'num.impute.selected.cpo': 'impute.median'}",0.5,0.6045109,0.01107386,0.94028026,0.0026151566,0.9334524,0.001535224
"{'alpha': 0.9514579574463393, 's': 0.00471442514647118, 'num.impute.selected.cpo': 'impute.median'}",0.75,0.62539905,0.016910365,0.94076073,0.0026346478,0.9263961,0.001971905
"{'alpha': 0.9514579574463393, 's': 0.00471442514647118, 'num.impute.selected.cpo': 'impute.median'}",1.0,0.5830761,0.03948981,0.9351959,0.0037879434,0.92570937,0.0023537285
"{'alpha': 0.012703197034767633, 's': 1.1181600691291653, 'num.impute.selected.cpo': 'impute.mean'}",0.05,0.117358945,0.007557832,0.9150704,0.003524713,0.81247175,0.0023773403
"{'alpha': 0.012703197034767633, 's': 1.1181600691291653, 'num.impute.selected.cpo': 'impute.mean'}",0.25,0.1459316,0.006048464,0.9127324,0.0018377483,0.81562835,0.0014984563
"{'alpha': 0.012703197034767633, 's': 1.1181600691291653, 'num.impute.selected.cpo': 'impute.mean'}",0.5,0.13456145,0.0059230854,0.91638863,0.0018610567,0.8335821,0.0057603014
"{'alpha': 0.012703197034767633, 's': 1.1181600691291653, 'num.impute.selected.cpo': 'impute.mean'}",0.75,0.13331138,0.011394735,0.92690057,0.0016620198,0.8552766,0.006001654
"{'alpha': 0.012703197034767633, 's': 1.1181600691291653, 'num.impute.selected.cpo': 'impute.mean'}",1.0,0.14163607,0.022804419,0.927534,0.0012718173,0.830118,0.011694519
"{'alpha': 0.41358769878652346, 's': 0.015842774198612544, 'num.impute.selected.cpo': 'impute.hist'}",0.05,0.5267283,0.008874113,0.92225266,0.0038921637,0.89558077,0.004306749
"{'alpha': 0.41358769878652346, 's': 0.015842774198612544, 'num.impute.selected.cpo': 'impute.hist'}",0.25,0.5446869,0.0078124264,0.92940253,0.0024942304,0.9189104,0.001604159
"{'alpha': 0.41358769878652346, 's': 0.015842774198612544, 'num.impute.selected.cpo': 'impute.hist'}",0.5,0.53677106,0.009569274,0.9321386,0.0019108134,0.93037474,0.0013306125
"{'alpha': 0.41358769878652346, 's': 0.015842774198612544, 'num.impute.selected.cpo': 'impute.hist'}",0.75,0.5415695,0.016699646,0.9355038,0.0021700275,0.92790955,0.001562192
"{'alpha': 0.41358769878652346, 's': 0.015842774198612544, 'num.impute.selected.cpo': 'impute.hist'}",1.0,0.50697935,0.046065815,0.93096244,0.0025556344,0.90890616,0.0016476057
"{'alpha': 0.04881279380000003, 's': 0.6713668295562348, 'num.impute.selected.cpo': 'impute.median'}",0.05,0.049605973,0.0021266788,0.9116694,0.0043331296,0.78597796,0.0018897424
"{'alpha': 0.04881279380000003, 's': 0.6713668295562348, 'num.impute.selected.cpo': 'impute.median'}",0.25,0.072908975,0.0017283517,0.9041111,0.0024334097,0.7744645,0.0028850776
"{'alpha': 0.04881279380000003, 's': 0.6713668295562348, 'num.impute.selected.cpo': 'impute.median'}",0.5,0.06589247,0.0050470517,0.9077095,0.0018575258,0.79792774,0.006443343
"{'alpha': 0.04881279380000003, 's': 0.6713668295562348, 'num.impute.selected.cpo': 'impute.median'}",0.75,0.06313292,0.0051764213,0.9183159,0.0017036772,0.81855357,0.00733116
"{'alpha': 0.04881279380000003, 's': 0.6713668295562348, 'num.impute.selected.cpo': 'impute.median'}",1.0,0.065269426,0.010236444,0.91921395,0.0016316738,0.79155964,0.009286912
"{'alpha': 0.09992856132121142, 's': 0.23486273580401892, 'num.impute.selected.cpo': 'impute.mean'}",0.05,0.14027312,0.008224768,0.91422236,0.0041956347,0.8057836,0.0036471914
"{'alpha': 0.09992856132121142, 's': 0.23486273580401892, 'num.impute.selected.cpo': 'impute.mean'}",0.25,0.18778996,0.013573372,0.91496754,0.0019502396,0.8159205,0.0022493354
"{'alpha': 0.09992856132121142, 's': 0.23486273580401892, 'num.impute.selected.cpo': 'impute.mean'}",0.5,0.18176296,0.008676647,0.91847515,0.0018857229,0.8381082,0.004538134
"{'alpha': 0.09992856132121142, 's': 0.23486273580401892, 'num.impute.selected.cpo': 'impute.mean'}",0.75,0.18031907,0.014862087,0.92844594,0.0017465936,0.8553936,0.0049674907
