hp_key,train_frac,f1,f1_std,acc,acc_std,auc,auc_std
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.05,1.4352799e-05,1.7674014e-05,0.52139175,0.01454544,0.7686908,0.0070445626
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.25,3.5136939e-06,5.3307754e-06,0.54128057,0.011659631,0.7807607,0.007816544
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.5,1.937151e-06,2.873692e-06,0.55472475,0.010263124,0.78256685,0.0046803784
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.75,9.396672e-06,1.282068e-05,0.545122,0.009252391,0.7926832,0.0086847525
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",1.0,5.1170587e-06,7.0220626e-06,0.5102557,0.020226311,0.80443907,0.010394922
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.05,1.6635657e-05,2.045413e-05,0.45679626,0.013523285,0.71582025,0.009838674
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.25,3.6209822e-06,5.6437957e-06,0.47555628,0.01482652,0.72699606,0.011186094
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.5,1.28448e-06,1.9458178e-06,0.47117782,0.007460927,0.72694993,0.009433614
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.75,5.850196e-06,7.850953e-06,0.46953788,0.008641364,0.7468096,0.011627778
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",1.0,3.6031008e-06,4.443454e-06,0.4474699,0.021284796,0.76303583,0.01331746
"{'alpha': 0.6765143359376254, 's': 0.003429410905614047, 'num.impute.selected.cpo': 'impute.median'}",0.05,4.813075e-06,1.6091184e-06,0.859361,0.0102904625,0.95859003,0.0020531558
