hp_key,train_frac,f1,f1_std,acc,acc_std,auc,auc_std
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.05,0.6918093,0.0037380708,0.6819526,0.0032002234,0.7182781,0.009447568
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.25,0.73258823,0.0029245168,0.7067506,0.009623145,0.7732221,0.019159582
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.5,0.7280622,0.0028303927,0.7116855,0.009265972,0.77077395,0.018115016
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.75,0.7232408,0.00886136,0.7018178,0.0071484344,0.7579745,0.015711358
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",1.0,0.7232857,0.010310129,0.702361,0.009745213,0.77676356,0.0050963284
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.05,0.6874484,0.00378368,0.6660219,0.005187216,0.6864709,0.011084187
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.25,0.72198135,0.002827068,0.69179046,0.008896442,0.7390058,0.018263787
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.5,0.7226475,0.0019453639,0.7055217,0.0055386196,0.7491385,0.017272344
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.75,0.718734,0.009880756,0.6946442,0.0038658436,0.73726255,0.015294462
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",1.0,0.7221126,0.010678194,0.6977406,0.0080538,0.75650036,0.0058014276
"{'alpha': 0.6765143359376254, 's': 0.003429410905614047, 'num.impute.selected.cpo': 'impute.median'}",0.05,0.6451827,0.0032851768,0.67658126,0.013572469,0.74366015,0.013564574
"{'alpha': 0.6765143359376254, 's': 0.003429410905614047, 'num.impute.selected.cpo': 'impute.median'}",0.25,0.71722156,0.002538577,0.71852446,0.010323125,0.79780257,0.011175786
"{'alpha': 0.6765143359376254, 's': 0.003429410905614047, 'num.impute.selected.cpo': 'impute.median'}",0.5,0.7317707,0.0034658841,0.7159327,0.0053986614,0.78854257,0.010436701
"{'alpha': 0.6765143359376254, 's': 0.003429410905614047, 'num.impute.selected.cpo': 'impute.median'}",0.75,0.7224167,0.004820867,0.71131986,0.0057554967,0.7781809,0.0099327685
"{'alpha': 0.6765143359376254, 's': 0.003429410905614047, 'num.impute.selected.cpo': 'impute.median'}",1.0,0.74051034,0.009482699,0.7546704,0.0064974152,0.81335735,0.006511001
"{'alpha': 0.7278580572480748, 's': 1.757426854637206, 'num.impute.selected.cpo': 'impute.median'}",0.05,0.0,0.0,0.53889126,0.0038615428,0.48504248,0.010989223
"{'alpha': 0.7278580572480748, 's': 1.757426854637206, 'num.impute.selected.cpo': 'impute.median'}",0.25,0.0,0.0,0.52960175,0.0061146724,0.49046287,0.0075056427
"{'alpha': 0.7278580572480748, 's': 1.757426854637206, 'num.impute.selected.cpo': 'impute.median'}",0.5,0.0,0.0,0.54364324,0.0054619173,0.48842734,0.0070489757
"{'alpha': 0.7278580572480748, 's': 1.757426854637206, 'num.impute.selected.cpo': 'impute.median'}",0.75,0.0,0.0,0.5541716,0.0053196386,0.48569107,0.0066252314
"{'alpha': 0.7278580572480748, 's': 1.757426854637206, 'num.impute.selected.cpo': 'impute.median'}",1.0,0.0,0.0,0.5310794,0.006013617,0.49500743,0.0055915527
"{'alpha': 0.9514579574463393, 's': 0.00471442514647118, 'num.impute.selected.cpo': 'impute.median'}",0.05,0.6511251,0.0030482379,0.69251704,0.0119084865,0.7608873,0.0112964185
"{'alpha': 0.9514579574463393, 's': 0.00471442514647118, 'num.impute.selected.cpo': 'impute.median'}",0.25,0.7215741,0.0020317915,0.7325254,0.009072081,0.812702,0.010934492
"{'alpha': 0.9514579574463393, 's': 0.00471442514647118, 'num.impute.selected.cpo': 'impute.median'}",0.5,0.73476374,0.0038670877,0.7263335,0.0053923186,0.79873735,0.010442559
"{'alpha': 0.9514579574463393, 's': 0.00471442514647118, 'num.impute.selected.cpo': 'impute.median'}",0.75,0.7282854,0.0064938976,0.72305876,0.005621062,0.7869272,0.009650418
"{'alpha': 0.9514579574463393, 's': 0.00471442514647118, 'num.impute.selected.cpo': 'impute.median'}",1.0,0.7445013,0.011413214,0.7586551,0.0059731156,0.81748694,0.004632985
"{'alpha': 0.012703197034767633, 's': 1.1181600691291653, 'num.impute.selected.cpo': 'impute.mean'}",0.05,0.67993236,0.006220735,0.68692935,0.009557599,0.79823583,0.01111395
"{'alpha': 0.012703197034767633, 's': 1.1181600691291653, 'num.impute.selected.cpo': 'impute.mean'}",0.25,0.7241813,0.0040891804,0.73355806,0.009525803,0.8467045,0.014444348
