hp_key,train_frac,f1,f1_std,acc,acc_std,auc,auc_std
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.05,0.54929626,0.010894784,0.85382044,0.0058094584,0.77495944,0.008692334
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.25,0.50894386,0.011113539,0.87350214,0.0052063107,0.81169635,0.0055248467
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.5,0.49956876,0.016300647,0.87570226,0.006517928,0.8285819,0.009368324
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.75,0.5083132,0.018381197,0.87965214,0.0054345718,0.8346073,0.0088233845
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",1.0,0.51033336,0.052158035,0.88779706,0.009673393,0.8448452,0.012302915
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.05,0.3111912,0.027740397,0.8543476,0.0057769236,0.72584933,0.010321268
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.25,0.2778898,0.021826195,0.86853564,0.0052339286,0.7561552,0.00773828
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.5,0.2928182,0.021773208,0.8675895,0.0061618458,0.773149,0.010958671
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.75,0.32897362,0.016395746,0.8688385,0.0056025204,0.7770259,0.009795468
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",1.0,0.35913688,0.04188354,0.87354946,0.009875229,0.78482574,0.012847148
"{'alpha': 0.6765143359376254, 's': 0.003429410905614047, 'num.impute.selected.cpo': 'impute.median'}",0.05,0.7501739,0.008034158,0.92487156,0.004302182,0.9552023,0.002161687
"{'alpha': 0.6765143359376254, 's': 0.003429410905614047, 'num.impute.selected.cpo': 'impute.median'}",0.25,0.8631317,0.002488432,0.95497227,0.0012331797,0.9778762,0.0010492129
