hp_key,train_frac,f1,f1_std,acc,acc_std,auc,auc_std
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.05,1.7175078e-05,2.2161088e-05,0.91790867,0.008353239,0.49466047,0.017859222
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.25,1.937151e-07,3.3326674e-07,0.92347145,0.0026966198,0.5388591,0.0064782845
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.5,4.7683717e-08,1.0595553e-07,0.92136973,0.001905585,0.55588746,0.015199103
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.75,1.1920929e-08,2.7314279e-08,0.924024,0.0011672659,0.55349356,0.0065228464
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",1.0,5.9604646e-09,1.7881392e-08,0.92553157,0.0014728796,0.5528172,0.014792161
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.05,2.0721554e-05,2.8054536e-05,0.9195318,0.00734436,0.49577123,0.014574028
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.25,4.3511392e-07,6.5581366e-07,0.9238132,0.002793064,0.525561,0.0069330917
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.5,9.536743e-08,1.7161582e-07,0.91981614,0.0016814818,0.5354818,0.012561925
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.75,2.682209e-08,5.4056517e-08,0.92159903,0.0013848962,0.5361032,0.0057968427
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",1.0,0.0,0.0,0.92080796,0.0018522518,0.52491254,0.012631818
