hp_key,train_frac,f1,f1_std,acc,acc_std,auc,auc_std
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.05,1.206994e-06,2.5680197e-07,0.4767576,0.010390842,0.86187714,0.004613213
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.25,1.2814999e-07,9.142078e-08,0.5072021,0.005777897,0.8856262,0.0044568786
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.5,1.1920929e-07,2.2774903e-07,0.52551293,0.010640735,0.8863487,0.0065214084
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",0.75,3.5762787e-07,5.985743e-07,0.5318516,0.01708467,0.877598,0.0062925224
"{'alpha': 0.7004371218578347, 's': 0.10526188266248665, 'num.impute.selected.cpo': 'impute.hist'}",1.0,4.172325e-08,1.2516976e-07,0.52132094,0.014668847,0.8743539,0.0034974266
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.05,1.1980534e-06,1.3513308e-07,0.3945039,0.0100667495,0.80312204,0.006088077
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.25,1.3709068e-07,5.022377e-08,0.4103743,0.006756551,0.8281354,0.0049274634
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.5,6.2584874e-08,1.217526e-07,0.41987,0.010983642,0.82775277,0.008478333
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",0.75,1.4901161e-07,2.5843957e-07,0.42299742,0.016247384,0.81687003,0.008546039
"{'alpha': 0.8441866428504345, 's': 0.11813167832659714, 'num.impute.selected.cpo': 'impute.mean'}",1.0,2.682209e-08,6.1727505e-08,0.40562066,0.014747743,0.8098774,0.0048913364
"{'alpha': 0.6765143359376254, 's': 0.003429410905614047, 'num.impute.selected.cpo': 'impute.median'}",0.05,1.7607212e-05,8.983923e-06,0.90607643,0.004847309,0.9916193,0.00063361094
"{'alpha': 0.6765143359376254, 's': 0.003429410905614047, 'num.impute.selected.cpo': 'impute.median'}",0.25,4.8577785e-06,5.187111e-06,0.9396354,0.0034074956,0.9950655,0.00044098299
"{'alpha': 0.6765143359376254, 's': 0.003429410905614047, 'num.impute.selected.cpo': 'impute.median'}",0.5,1.7365814e-05,3.7117774e-05,0.94499457,0.0045198086,0.995207,0.00023324614
"{'alpha': 0.6765143359376254, 's': 0.003429410905614047, 'num.impute.selected.cpo': 'impute.median'}",0.75,0.00015138983,0.00024273912,0.94293034,0.002906941,0.9948329,0.00019461119
"{'alpha': 0.6765143359376254, 's': 0.003429410905614047, 'num.impute.selected.cpo': 'impute.median'}",1.0,5.822778e-05,0.000117023985,0.9521035,0.0012878537,0.9943692,0.0010587871
"{'alpha': 0.7278580572480748, 's': 1.757426854637206, 'num.impute.selected.cpo': 'impute.median'}",0.05,5.066395e-08,4.009492e-08,0.1546285,0.007264114,0.48696822,0.0133889895
"{'alpha': 0.7278580572480748, 's': 1.757426854637206, 'num.impute.selected.cpo': 'impute.median'}",0.25,2.9802323e-09,8.940696e-09,0.15284202,0.0036466843,0.49313855,0.003994605
"{'alpha': 0.7278580572480748, 's': 1.757426854637206, 'num.impute.selected.cpo': 'impute.median'}",0.5,5.9604646e-09,1.1920929e-08,0.15242125,0.0025269776,0.49361414,0.0042562066
"{'alpha': 0.7278580572480748, 's': 1.757426854637206, 'num.impute.selected.cpo': 'impute.median'}",0.75,2.0861625e-08,3.7814907e-08,0.14479505,0.003251581,0.47951597,0.0064400276
"{'alpha': 0.7278580572480748, 's': 1.757426854637206, 'num.impute.selected.cpo': 'impute.median'}",1.0,8.940697e-09,2.6822091e-08,0.15541933,0.0023268347,0.49823585,0.005412691
"{'alpha': 0.9514579574463393, 's': 0.00471442514647118, 'num.impute.selected.cpo': 'impute.median'}",0.05,1.42484905e-05,7.221866e-06,0.906997,0.0040584765,0.9913472,0.00069556525
"{'alpha': 0.9514579574463393, 's': 0.00471442514647118, 'num.impute.selected.cpo': 'impute.median'}",0.25,3.042817e-06,3.4763473e-06,0.93739736,0.0028649014,0.99475175,0.00045742487
"{'alpha': 0.9514579574463393, 's': 0.00471442514647118, 'num.impute.selected.cpo': 'impute.median'}",0.5,1.039505e-05,2.3120316e-05,0.9415147,0.0042719734,0.99480534,0.00027672676
"{'alpha': 0.9514579574463393, 's': 0.00471442514647118, 'num.impute.selected.cpo': 'impute.median'}",0.75,0.000114169714,0.00019677701,0.9391304,0.0024755285,0.99432755,0.00022620203
"{'alpha': 0.9514579574463393, 's': 0.00471442514647118, 'num.impute.selected.cpo': 'impute.median'}",1.0,5.634129e-05,0.00012174801,0.94807816,0.0010354755,0.9942654,0.0009063698
"{'alpha': 0.012703197034767633, 's': 1.1181600691291653, 'num.impute.selected.cpo': 'impute.mean'}",0.05,3.311038e-06,1.4793153e-06,0.4907382,0.0083570415,0.87469405,0.007203845
"{'alpha': 0.012703197034767633, 's': 1.1181600691291653, 'num.impute.selected.cpo': 'impute.mean'}",0.25,3.0696393e-07,3.9403358e-07,0.50715137,0.011971208,0.88677377,0.008821518
"{'alpha': 0.012703197034767633, 's': 1.1181600691291653, 'num.impute.selected.cpo': 'impute.mean'}",0.5,1.6987323e-07,3.538955e-07,0.495385,0.003802933,0.87934935,0.0049399366
"{'alpha': 0.012703197034767633, 's': 1.1181600691291653, 'num.impute.selected.cpo': 'impute.mean'}",0.75,1.66893e-07,2.7418136e-07,0.5093113,0.004845011,0.87725973,0.0012559531
"{'alpha': 0.012703197034767633, 's': 1.1181600691291653, 'num.impute.selected.cpo': 'impute.mean'}",1.0,1.4901161e-08,3.588675e-08,0.49406472,0.0065758815,0.88096917,0.011093721
"{'alpha': 0.41358769878652346, 's': 0.015842774198612544, 'num.impute.selected.cpo': 'impute.hist'}",0.05,2.8043985e-05,1.0071465e-05,0.8856616,0.0036604083,0.98740673,0.00083351304
"{'alpha': 0.41358769878652346, 's': 0.015842774198612544, 'num.impute.selected.cpo': 'impute.hist'}",0.25,6.848574e-06,8.332495e-06,0.9152808,0.0014368101,0.9920786,0.000759653
"{'alpha': 0.41358769878652346, 's': 0.015842774198612544, 'num.impute.selected.cpo': 'impute.hist'}",0.5,9.37283e-06,2.104899e-05,0.9215376,0.0036434792,0.9925369,0.0003913624
"{'alpha': 0.41358769878652346, 's': 0.015842774198612544, 'num.impute.selected.cpo': 'impute.hist'}",0.75,3.7753583e-05,6.5765395e-05,0.92126715,0.0025550828,0.9921425,0.00037383026
"{'alpha': 0.41358769878652346, 's': 0.015842774198612544, 'num.impute.selected.cpo': 'impute.hist'}",1.0,8.702278e-06,1.9426085e-05,0.92775095,0.0018044034,0.9922713,0.0012673477
"{'alpha': 0.04881279380000003, 's': 0.6713668295562348, 'num.impute.selected.cpo': 'impute.median'}",0.05,2.476573e-06,1.1764521e-06,0.5179766,0.0071091126,0.8889122,0.0049119885
"{'alpha': 0.04881279380000003, 's': 0.6713668295562348, 'num.impute.selected.cpo': 'impute.median'}",0.25,3.0994414e-07,3.408948e-07,0.5279647,0.01057887,0.89884233,0.006859315
"{'alpha': 0.04881279380000003, 's': 0.6713668295562348, 'num.impute.selected.cpo': 'impute.median'}",0.5,2.592802e-07,5.20313e-07,0.5134968,0.0045106164,0.89000416,0.005161919
"{'alpha': 0.04881279380000003, 's': 0.6713668295562348, 'num.impute.selected.cpo': 'impute.median'}",0.75,4.2021276e-07,6.9541665e-07,0.5170125,0.008291871,0.8820616,0.0035324744
"{'alpha': 0.04881279380000003, 's': 0.6713668295562348, 'num.impute.selected.cpo': 'impute.median'}",1.0,4.4703484e-08,1.0766025e-07,0.5040446,0.0033070396,0.8838402,0.006007252
"{'alpha': 0.09992856132121142, 's': 0.23486273580401892, 'num.impute.selected.cpo': 'impute.mean'}",0.05,6.6399575e-06,1.8070532e-06,0.6668738,0.0061033266,0.9320736,0.0030606405
